시도,시군구,제조사,모델,보조금,지역코드
전라남도,영암군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,1355.0,187
전라남도,영암군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,1348.0,187
전라남도,영암군,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,1337.0,187
전라남도,영암군,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,1278.0,187
전라남도,영암군,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,1335.0,187
전라남도,영암군,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,1298.0,187
전라남도,영암군,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,1229.0,187
전라남도,영암군,현대자동차,Electrified G80 AWD 19인치(2025),606.0,187
전라남도,영암군,현대자동차,더뉴아이오닉5 2WD 스탠다드 19인치,1156.0,187
전라남도,영암군,현대자동차,Electrified GV70 AWD 20인치(2025),551.0,187
전라남도,영암군,현대자동차,Electrified GV70 AWD 19인치(2025),587.0,187
전라남도,영암군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),1255.0,187
전라남도,영암군,현대자동차,아이오닉9 성능형 AWD,611.0,187
전라남도,영암군,현대자동차,아이오닉9 항속형 AWD,609.0,187
전라남도,영암군,현대자동차,아이오닉9 항속형 2WD,615.0,187
전라남도,영암군,현대자동차,GV60 퍼포먼스 AWD 21인치(2025),547.0,187
전라남도,영암군,현대자동차,GV60 스탠다드 AWD 20인치(2025),587.0,187
전라남도,영암군,현대자동차,GV60 스탠다드 AWD 19인치(2025),611.0,187
전라남도,영암군,현대자동차,GV60 스탠다드 2WD 19인치(2025),640.0,187
전라남도,영암군,기아,The all-new Kia Niro EV,1192.0,187
전라남도,영암군,기아,EV9 롱레인지 2WD 19인치,606.0,187
전라남도,영암군,기아,EV9 롱레인지 2WD 20인치,602.0,187
전라남도,영암군,기아,EV9 롱레인지 4WD 19인치,571.0,187
전라남도,영암군,기아,EV9 롱레인지 4WD 21인치,584.0,187
전라남도,영암군,기아,EV9 롱레인지 GTL 4WD 21인치,567.0,187
전라남도,영암군,기아,더뉴EV6 롱레인지 4WD 20인치,1271.0,187
전라남도,영암군,기아,더뉴EV6 롱레인지 2WD 20인치,1330.0,187
전라남도,영암군,기아,더뉴EV6 롱레인지 4WD 19인치,1335.0,187
전라남도,영암군,기아,더뉴EV6 롱레인지 2WD 19인치,1355.0,187
전라남도,영암군,기아,EV3 롱레인지 2WD 17인치,1246.0,187
전라남도,영암군,기아,EV3 롱레인지 2WD 19인치,1246.0,187
전라남도,영암군,기아,EV3 스탠다드 2WD,1057.0,187
전라남도,영암군,기아,더뉴EV6 GT,512.0,187
전라남도,영암군,기아,더뉴EV6 스탠다드,1198.0,187
전라남도,영암군,기아,EV9 스탠다드,534.0,187
전라남도,영암군,기아,EV4 롱레인지 GTL 2WD 19인치,1246.0,187
전라남도,영암군,기아,EV4 스탠다드 2WD 19인치,1083.0,187
전라남도,영암군,기아,EV4 롱레인지 2WD 17인치,1246.0,187
전라남도,영암군,기아,EV4 롱레인지 2WD 19인치,1246.0,187
전라남도,영암군,기아,EV4 스탠다드 2WD 17인치,1152.0,187
전라남도,영암군,BMW,MINI Cooper SE,668.0,187
전라남도,영암군,BMW,i4 eDrive40,417.0,187
전라남도,영암군,BMW,i4 M50,379.0,187
전라남도,영암군,BMW,iX1 xDrive30,339.0,187
전라남도,영암군,BMW,i4 eDrive40 LCI,412.0,187
전라남도,영암군,BMW,iX2 eDrive20,368.0,187
전라남도,영암군,BMW,MINI Countryman SE ALL4,348.0,187
전라남도,영암군,BMW,MINI Countryman E,366.0,187
전라남도,영암군,BMW,MINI Aceman SE,675.0,187
전라남도,영암군,BMW,i4 M50 LCI,390.0,187
전라남도,영암군,BMW,MINI JCW Aceman E,333.0,187
전라남도,영암군,BMW,MINI JCW E,324.0,187
전라남도,영암군,BMW,MINI Aceman E,675.0,187
전라남도,영암군,테슬라코리아,(단종)Model 3 RWD(2024),403.0,187
전라남도,영암군,테슬라코리아,Model 3 Long Range,445.0,187
전라남도,영암군,테슬라코리아,(단종)Model Y RWD,404.0,187
전라남도,영암군,테슬라코리아,(단종)Model Y Long Range,406.0,187
전라남도,영암군,테슬라코리아,(단종)Model Y Performance,421.0,187
전라남도,영암군,테슬라코리아,Model 3 Performance,412.0,187
전라남도,영암군,테슬라코리아,(단종)Model Y Long Range 19인치,445.0,187
전라남도,영암군,테슬라코리아,Model 3 RWD,410.0,187
전라남도,영암군,테슬라코리아,New Model Y Long Range,456.0,187
전라남도,영암군,테슬라코리아,New Model Y RWD,414.0,187
전라남도,영암군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),335.0,187
전라남도,영암군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),335.0,187
전라남도,영암군,메르세데스벤츠코리아,EQA250(Facelift),419.0,187
전라남도,영암군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),339.0,187
전라남도,영암군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),339.0,187
전라남도,영암군,폭스바겐그룹코리아,(단종)아우디 Q4 40 e-tron,443.0,187
전라남도,영암군,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback 40 e-tron,445.0,187
전라남도,영암군,폭스바겐그룹코리아,(단종)폭스바겐 2024 ID.4 Pro,931.0,187
전라남도,영암군,폭스바겐그룹코리아,(단종)폭스바겐 ID.5 Pro,474.0,187
전라남도,영암군,폭스바겐그룹코리아,폭스바겐 ID.4 Pro,931.0,187
전라남도,영암군,폭스바겐그룹코리아,아우디 Q4 Sportback 45 e-tron,443.0,187
전라남도,영암군,폭스바겐그룹코리아,아우디 Q4 45 e-tron,443.0,187
전라남도,영암군,폭스바겐그룹코리아,아우디 Q6 e-tron performance,485.0,187
전라남도,영암군,케이지모빌리티,토레스 EVX 2WD 18인치,802.0,187
전라남도,영암군,케이지모빌리티,토레스 EVX 2WD 20인치,765.0,187
전라남도,영암군,케이지모빌리티,코란도 EV 2WD,750.0,187
전라남도,영암군,케이지모빌리티,토레스 EVX 18인치,803.0,187
전라남도,영암군,케이지모빌리티,토레스 EVX 20인치,781.0,187
전라남도,영암군,폴스타오토모티브코리아,Polestar 4 Long Range Single Motor,399.0,187
전라남도,영암군,폴스타오토모티브코리아,Polestar 4 Long Range Dual Motor,311.0,187
전라남도,영암군,볼보자동차코리아,볼보 EX30 Single Motor ER,545.0,187
전라남도,영암군,비와이디코리아,BYD ATTO 3,320.0,187
전라남도,영암군,기아,레이 EV 2WD 14인치 4인승 승용,1057.0,187
전라남도,영암군,기아,레이 EV 2WD 14인치 2인승 밴,1057.0,187
전라남도,영암군,기아,레이 EV 2WD 14인치 1인승 밴,1057.0,187
전라남도,영암군,현대자동차,캐스퍼 일렉트릭 항속형 17인치,1160.0,187
전라남도,영암군,현대자동차,캐스퍼 일렉트릭 항속형 15인치,1160.0,187
전라남도,영암군,현대자동차,캐스퍼 일렉트릭 기본형 15인치,1160.0,187
전라남도,영암군,현대자동차,캐스퍼 일렉트릭 크로스 17인치,1160.0,187
전라남도,영암군,쎄보모빌리티,(단종)CEVO-C SE,475.0,187
전라남도,무안군,현대자동차,GV60 스탠다드 2WD 19인치,608.0,181
전라남도,무안군,현대자동차,GV60 스탠다드 AWD 19인치,553.0,181
전라남도,무안군,현대자동차,GV60 스탠다드 AWD 20인치,532.0,181
전라남도,무안군,현대자동차,GV60 퍼포먼스 AWD 21인치,500.0,181
전라남도,무안군,현대자동차,Electrified GV70 AWD 20인치,517.0,181
전라남도,무안군,현대자동차,Electrified GV70 AWD 19인치,551.0,181
전라남도,무안군,현대자동차,아이오닉6 스탠다드 2WD 18인치,1224.0,181
전라남도,무안군,현대자동차,아이오닉6 롱레인지 2WD 18인치,1330.0,181
전라남도,무안군,현대자동차,아이오닉6 롱레인지 2WD 20인치,1317.0,181
전라남도,무안군,현대자동차,아이오닉6 롱레인지 AWD 18인치,1330.0,181
전라남도,무안군,현대자동차,아이오닉6 롱레인지 AWD 20인치,1247.0,181
전라남도,무안군,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,1073.0,181
전라남도,무안군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,1210.0,181
전라남도,무안군,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),1093.0,181
전라남도,무안군,현대자동차,아이오닉5 N,492.0,181
전라남도,무안군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,1305.0,181
전라남도,무안군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,1299.0,181
전라남도,무안군,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,1288.0,181
전라남도,무안군,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,1231.0,181
전라남도,무안군,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,1286.0,181
전라남도,무안군,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,1250.0,181
전라남도,무안군,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,1184.0,181
전라남도,무안군,현대자동차,Electrified G80 AWD 19인치(2025),583.0,181
전라남도,무안군,현대자동차,더뉴아이오닉5 2WD 스탠다드 19인치,1113.0,181
전라남도,무안군,현대자동차,Electrified GV70 AWD 20인치(2025),530.0,181
전라남도,무안군,현대자동차,Electrified GV70 AWD 19인치(2025),564.0,181
전라남도,무안군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),1210.0,181
전라남도,무안군,현대자동차,아이오닉9 성능형 AWD,587.0,181
전라남도,무안군,현대자동차,아이오닉9 항속형 AWD,585.0,181
전라남도,무안군,현대자동차,아이오닉9 항속형 2WD,591.0,181
전라남도,무안군,현대자동차,GV60 퍼포먼스 AWD 21인치(2025),525.0,181
전라남도,무안군,현대자동차,GV60 스탠다드 AWD 20인치(2025),564.0,181
전라남도,무안군,현대자동차,GV60 스탠다드 AWD 19인치(2025),587.0,181
전라남도,무안군,현대자동차,GV60 스탠다드 2WD 19인치(2025),615.0,181
전라남도,무안군,기아,The all-new Kia Niro EV,1149.0,181
전라남도,무안군,기아,EV9 롱레인지 2WD 19인치,583.0,181
전라남도,무안군,기아,EV9 롱레인지 2WD 20인치,578.0,181
전라남도,무안군,기아,EV9 롱레인지 4WD 19인치,549.0,181
전라남도,무안군,기아,EV9 롱레인지 4WD 21인치,561.0,181
전라남도,무안군,기아,EV9 롱레인지 GTL 4WD 21인치,545.0,181
전라남도,무안군,기아,더뉴EV6 롱레인지 4WD 20인치,1224.0,181
전라남도,무안군,기아,더뉴EV6 롱레인지 2WD 20인치,1281.0,181
전라남도,무안군,기아,더뉴EV6 롱레인지 4WD 19인치,1285.0,181
전라남도,무안군,기아,더뉴EV6 롱레인지 2WD 19인치,1305.0,181
전라남도,무안군,기아,EV3 롱레인지 2WD 17인치,1198.0,181
전라남도,무안군,기아,EV3 롱레인지 2WD 19인치,1198.0,181
전라남도,무안군,기아,EV3 스탠다드 2WD,1015.0,181
전라남도,무안군,기아,더뉴EV6 GT,492.0,181
전라남도,무안군,기아,더뉴EV6 스탠다드,1154.0,181
전라남도,무안군,기아,EV9 스탠다드,513.0,181
전라남도,무안군,기아,EV4 롱레인지 GTL 2WD 19인치,1198.0,181
전라남도,무안군,기아,EV4 스탠다드 2WD 19인치,1041.0,181
전라남도,무안군,기아,EV4 롱레인지 2WD 17인치,1198.0,181
전라남도,무안군,기아,EV4 롱레인지 2WD 19인치,1198.0,181
전라남도,무안군,기아,EV4 스탠다드 2WD 17인치,1107.0,181
전라남도,무안군,BMW,MINI Cooper SE,642.0,181
전라남도,무안군,BMW,i4 eDrive40,400.0,181
전라남도,무안군,BMW,i4 M50,364.0,181
전라남도,무안군,BMW,iX1 xDrive30,326.0,181
전라남도,무안군,BMW,i4 eDrive40 LCI,396.0,181
전라남도,무안군,BMW,iX2 eDrive20,354.0,181
전라남도,무안군,BMW,MINI Countryman SE ALL4,335.0,181
전라남도,무안군,BMW,MINI Countryman E,352.0,181
전라남도,무안군,BMW,MINI Aceman SE,648.0,181
전라남도,무안군,BMW,i4 M50 LCI,375.0,181
전라남도,무안군,BMW,MINI JCW Aceman E,320.0,181
전라남도,무안군,BMW,MINI JCW E,311.0,181
전라남도,무안군,BMW,MINI Aceman E,648.0,181
전라남도,무안군,테슬라코리아,(단종)Model 3 RWD(2024),388.0,181
전라남도,무안군,테슬라코리아,Model 3 Long Range,428.0,181
전라남도,무안군,테슬라코리아,(단종)Model Y RWD,390.0,181
전라남도,무안군,테슬라코리아,(단종)Model Y Long Range,390.0,181
전라남도,무안군,테슬라코리아,(단종)Model Y Performance,405.0,181
전라남도,무안군,테슬라코리아,Model 3 Performance,396.0,181
전라남도,무안군,테슬라코리아,(단종)Model Y Long Range 19인치,428.0,181
전라남도,무안군,테슬라코리아,Model 3 RWD,394.0,181
전라남도,무안군,테슬라코리아,New Model Y Long Range,438.0,181
전라남도,무안군,테슬라코리아,New Model Y RWD,398.0,181
전라남도,무안군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),322.0,181
전라남도,무안군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),322.0,181
전라남도,무안군,메르세데스벤츠코리아,EQA250(Facelift),402.0,181
전라남도,무안군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),326.0,181
전라남도,무안군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),326.0,181
전라남도,무안군,폭스바겐그룹코리아,(단종)아우디 Q4 40 e-tron,426.0,181
전라남도,무안군,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback 40 e-tron,428.0,181
전라남도,무안군,폭스바겐그룹코리아,(단종)폭스바겐 2024 ID.4 Pro,894.0,181
전라남도,무안군,폭스바겐그룹코리아,(단종)폭스바겐 ID.5 Pro,455.0,181
전라남도,무안군,폭스바겐그룹코리아,폭스바겐 ID.4 Pro,894.0,181
전라남도,무안군,폭스바겐그룹코리아,아우디 Q4 Sportback 45 e-tron,426.0,181
전라남도,무안군,폭스바겐그룹코리아,아우디 Q4 45 e-tron,426.0,181
전라남도,무안군,폭스바겐그룹코리아,아우디 Q6 e-tron performance,466.0,181
전라남도,무안군,케이지모빌리티,토레스 EVX 2WD 18인치,771.0,181
전라남도,무안군,케이지모빌리티,토레스 EVX 2WD 20인치,735.0,181
전라남도,무안군,케이지모빌리티,코란도 EV 2WD,721.0,181
전라남도,무안군,케이지모빌리티,토레스 EVX 18인치,771.0,181
전라남도,무안군,케이지모빌리티,토레스 EVX 20인치,750.0,181
전라남도,무안군,폴스타오토모티브코리아,Polestar 4 Long Range Single Motor,383.0,181
전라남도,무안군,폴스타오토모티브코리아,Polestar 4 Long Range Dual Motor,299.0,181
전라남도,무안군,볼보자동차코리아,볼보 EX30 Single Motor ER,523.0,181
전라남도,무안군,비와이디코리아,BYD ATTO 3,307.0,181
전라남도,무안군,기아,레이 EV 2WD 14인치 4인승 승용,1017.0,181
전라남도,무안군,기아,레이 EV 2WD 14인치 2인승 밴,1017.0,181
전라남도,무안군,기아,레이 EV 2WD 14인치 1인승 밴,1017.0,181
전라남도,무안군,현대자동차,캐스퍼 일렉트릭 항속형 17인치,1113.0,181
전라남도,무안군,현대자동차,캐스퍼 일렉트릭 항속형 15인치,1113.0,181
전라남도,무안군,현대자동차,캐스퍼 일렉트릭 기본형 15인치,1113.0,181
전라남도,무안군,현대자동차,캐스퍼 일렉트릭 크로스 17인치,1113.0,181
전라남도,무안군,쎄보모빌리티,(단종)CEVO-C SE,410.0,181
전라남도,함평군,현대자동차,GV60 스탠다드 2WD 19인치,608.0,192
전라남도,함평군,현대자동차,GV60 스탠다드 AWD 19인치,553.0,192
전라남도,함평군,현대자동차,GV60 스탠다드 AWD 20인치,532.0,192
전라남도,함평군,현대자동차,GV60 퍼포먼스 AWD 21인치,500.0,192
전라남도,함평군,현대자동차,Electrified GV70 AWD 20인치,517.0,192
전라남도,함평군,현대자동차,Electrified GV70 AWD 19인치,551.0,192
전라남도,함평군,현대자동차,아이오닉6 스탠다드 2WD 18인치,1224.0,192
전라남도,함평군,현대자동차,아이오닉6 롱레인지 2WD 18인치,1330.0,192
전라남도,함평군,현대자동차,아이오닉6 롱레인지 2WD 20인치,1317.0,192
전라남도,함평군,현대자동차,아이오닉6 롱레인지 AWD 18인치,1330.0,192
전라남도,함평군,현대자동차,아이오닉6 롱레인지 AWD 20인치,1247.0,192
전라남도,함평군,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,1073.0,192
전라남도,함평군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,1210.0,192
전라남도,함평군,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),1093.0,192
전라남도,함평군,현대자동차,아이오닉5 N,492.0,192
전라남도,함평군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,1305.0,192
전라남도,함평군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,1299.0,192
전라남도,함평군,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,1288.0,192
전라남도,함평군,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,1231.0,192
전라남도,함평군,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,1286.0,192
전라남도,함평군,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,1250.0,192
전라남도,함평군,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,1184.0,192
전라남도,함평군,현대자동차,Electrified G80 AWD 19인치(2025),583.0,192
전라남도,함평군,현대자동차,더뉴아이오닉5 2WD 스탠다드 19인치,1113.0,192
전라남도,함평군,현대자동차,Electrified GV70 AWD 20인치(2025),530.0,192
전라남도,함평군,현대자동차,Electrified GV70 AWD 19인치(2025),564.0,192
전라남도,함평군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),1210.0,192
전라남도,함평군,현대자동차,아이오닉9 성능형 AWD,587.0,192
전라남도,함평군,현대자동차,아이오닉9 항속형 AWD,585.0,192
전라남도,함평군,현대자동차,아이오닉9 항속형 2WD,591.0,192
전라남도,함평군,현대자동차,GV60 퍼포먼스 AWD 21인치(2025),525.0,192
전라남도,함평군,현대자동차,GV60 스탠다드 AWD 20인치(2025),564.0,192
전라남도,함평군,현대자동차,GV60 스탠다드 AWD 19인치(2025),587.0,192
전라남도,함평군,현대자동차,GV60 스탠다드 2WD 19인치(2025),615.0,192
전라남도,함평군,기아,The all-new Kia Niro EV,1149.0,192
전라남도,함평군,기아,EV9 롱레인지 2WD 19인치,583.0,192
전라남도,함평군,기아,EV9 롱레인지 2WD 20인치,578.0,192
전라남도,함평군,기아,EV9 롱레인지 4WD 19인치,549.0,192
전라남도,함평군,기아,EV9 롱레인지 4WD 21인치,561.0,192
전라남도,함평군,기아,EV9 롱레인지 GTL 4WD 21인치,545.0,192
전라남도,함평군,기아,더뉴EV6 롱레인지 4WD 20인치,1224.0,192
전라남도,함평군,기아,더뉴EV6 롱레인지 2WD 20인치,1281.0,192
전라남도,함평군,기아,더뉴EV6 롱레인지 4WD 19인치,1285.0,192
전라남도,함평군,기아,더뉴EV6 롱레인지 2WD 19인치,1305.0,192
전라남도,함평군,기아,EV3 롱레인지 2WD 17인치,1198.0,192
전라남도,함평군,기아,EV3 롱레인지 2WD 19인치,1198.0,192
전라남도,함평군,기아,EV3 스탠다드 2WD,1015.0,192
전라남도,함평군,기아,더뉴EV6 GT,492.0,192
전라남도,함평군,기아,더뉴EV6 스탠다드,1154.0,192
전라남도,함평군,기아,EV9 스탠다드,513.0,192
전라남도,함평군,기아,EV4 롱레인지 GTL 2WD 19인치,1198.0,192
전라남도,함평군,기아,EV4 스탠다드 2WD 19인치,1041.0,192
전라남도,함평군,기아,EV4 롱레인지 2WD 17인치,1198.0,192
전라남도,함평군,기아,EV4 롱레인지 2WD 19인치,1198.0,192
전라남도,함평군,기아,EV4 스탠다드 2WD 17인치,522.0,192
전라남도,함평군,BMW,i4 eDrive40,400.0,192
전라남도,함평군,BMW,i4 M50,364.0,192
전라남도,함평군,BMW,iX1 xDrive30,326.0,192
전라남도,함평군,BMW,i4 eDrive40 LCI,396.0,192
전라남도,함평군,BMW,iX2 eDrive20,354.0,192
전라남도,함평군,BMW,MINI Countryman SE ALL4,335.0,192
전라남도,함평군,BMW,MINI Countryman E,352.0,192
전라남도,함평군,BMW,MINI Aceman SE,648.0,192
전라남도,함평군,BMW,i4 M50 LCI,375.0,192
전라남도,함평군,BMW,MINI JCW Aceman E,320.0,192
전라남도,함평군,BMW,MINI JCW E,311.0,192
전라남도,함평군,BMW,MINI Aceman E,648.0,192
전라남도,함평군,테슬라코리아,(단종)Model 3 RWD(2024),388.0,192
전라남도,함평군,테슬라코리아,Model 3 Long Range,428.0,192
전라남도,함평군,테슬라코리아,(단종)Model Y RWD,390.0,192
전라남도,함평군,테슬라코리아,(단종)Model Y Long Range,390.0,192
전라남도,함평군,테슬라코리아,(단종)Model Y Performance,405.0,192
전라남도,함평군,테슬라코리아,Model 3 Performance,396.0,192
전라남도,함평군,테슬라코리아,(단종)Model Y Long Range 19인치,428.0,192
전라남도,함평군,테슬라코리아,Model 3 RWD,394.0,192
전라남도,함평군,테슬라코리아,New Model Y Long Range,438.0,192
전라남도,함평군,테슬라코리아,New Model Y RWD,398.0,192
전라남도,함평군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),322.0,192
전라남도,함평군,메르세데스벤츠코리아,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),322.0,192
전라남도,함평군,메르세데스벤츠코리아,EQA250(Facelift),402.0,192
전라남도,함평군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(5인승),326.0,192
전라남도,함평군,메르세데스벤츠코리아,EQB300 4MATIC(Facelift)(7인승),326.0,192
전라남도,함평군,폭스바겐그룹코리아,(단종)아우디 Q4 40 e-tron,426.0,192
전라남도,함평군,폭스바겐그룹코리아,(단종)아우디 Q4 Sportback 40 e-tron,428.0,192
전라남도,함평군,폭스바겐그룹코리아,(단종)폭스바겐 2024 ID.4 Pro,894.0,192
전라남도,함평군,폭스바겐그룹코리아,(단종)폭스바겐 ID.5 Pro,455.0,192
전라남도,함평군,폭스바겐그룹코리아,폭스바겐 ID.4 Pro,894.0,192
전라남도,함평군,폭스바겐그룹코리아,아우디 Q4 Sportback 45 e-tron,426.0,192
전라남도,함평군,폭스바겐그룹코리아,아우디 Q4 45 e-tron,426.0,192
전라남도,함평군,폭스바겐그룹코리아,아우디 Q6 e-tron performance,466.0,192
전라남도,함평군,케이지모빌리티,토레스 EVX 2WD 18인치,771.0,192
전라남도,함평군,케이지모빌리티,토레스 EVX 2WD 20인치,735.0,192
전라남도,함평군,케이지모빌리티,코란도 EV 2WD,721.0,192
전라남도,함평군,케이지모빌리티,토레스 EVX 18인치,771.0,192
전라남도,함평군,케이지모빌리티,토레스 EVX 20인치,750.0,192
전라남도,함평군,폴스타오토모티브코리아,Polestar 4 Long Range Single Motor,383.0,192
전라남도,함평군,폴스타오토모티브코리아,Polestar 4 Long Range Dual Motor,299.0,192
전라남도,함평군,볼보자동차코리아,볼보 EX30 Single Motor ER,523.0,192
전라남도,함평군,비와이디코리아,BYD ATTO 3,307.0,192
전라남도,함평군,기아,레이 EV 2WD 14인치 4인승 승용,1017.0,192
전라남도,함평군,기아,레이 EV 2WD 14인치 2인승 밴,1017.0,192
전라남도,함평군,기아,레이 EV 2WD 14인치 1인승 밴,1017.0,192
전라남도,함평군,현대자동차,캐스퍼 일렉트릭 항속형 17인치,1113.0,192
전라남도,함평군,현대자동차,캐스퍼 일렉트릭 항속형 15인치,1113.0,192
전라남도,함평군,현대자동차,캐스퍼 일렉트릭 기본형 15인치,1113.0,192
전라남도,함평군,현대자동차,캐스퍼 일렉트릭 크로스 17인치,1113.0,192
전라남도,함평군,쎄보모빌리티,(단종)CEVO-C SE,420.0,192
전라남도,영광군,현대자동차,GV60 스탠다드 2WD 19인치,658.0,186
전라남도,영광군,현대자동차,GV60 스탠다드 AWD 19인치,598.0,186
전라남도,영광군,현대자동차,GV60 스탠다드 AWD 20인치,575.0,186
전라남도,영광군,현대자동차,GV60 퍼포먼스 AWD 21인치,541.0,186
전라남도,영광군,현대자동차,Electrified GV70 AWD 20인치,559.0,186
전라남도,영광군,현대자동차,Electrified GV70 AWD 19인치,596.0,186
전라남도,영광군,현대자동차,아이오닉6 스탠다드 2WD 18인치,1315.0,186
전라남도,영광군,현대자동차,아이오닉6 롱레인지 2WD 18인치,1429.0,186
전라남도,영광군,현대자동차,아이오닉6 롱레인지 2WD 20인치,1415.0,186
전라남도,영광군,현대자동차,아이오닉6 롱레인지 AWD 18인치,1429.0,186
전라남도,영광군,현대자동차,아이오닉6 롱레인지 AWD 20인치,1340.0,186
전라남도,영광군,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,1151.0,186
전라남도,영광군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,1300.0,186
전라남도,영광군,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),1174.0,186
전라남도,영광군,현대자동차,아이오닉5 N,532.0,186
전라남도,영광군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,1405.0,186
전라남도,영광군,현대자동차,더뉴아이오닉5 2WD 롱레인지 19인치,1398.0,186
전라남도,영광군,현대자동차,더뉴아이오닉5 2WD 롱레인지 20인치,1386.0,186
전라남도,영광군,현대자동차,더뉴아이오닉5 AWD 롱레인지 20인치,1324.0,186
전라남도,영광군,현대자동차,더뉴아이오닉5 AWD 롱레인지 19인치,1384.0,186
전라남도,영광군,현대자동차,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,1345.0,186
전라남도,영광군,현대자동차,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,1274.0,186
전라남도,영광군,현대자동차,Electrified G80 AWD 19인치(2025),630.0,186
전라남도,영광군,현대자동차,더뉴아이오닉5 2WD 스탠다드 19인치,1198.0,186
전라남도,영광군,현대자동차,Electrified GV70 AWD 20인치(2025),573.0,186
전라남도,영광군,현대자동차,Electrified GV70 AWD 19인치(2025),609.0,186
전라남도,영광군,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),1300.0,186
전라남도,영광군,현대자동차,아이오닉9 성능형 AWD,635.0,186
전라남도,영광군,현대자동차,아이오닉9 항속형 AWD,632.0,186
전라남도,영광군,현대자동차,아이오닉9 항속형 2WD,639.0,186
전라남도,영광군,현대자동차,GV60 퍼포먼스 AWD 21인치(2025),568.0,186
전라남도,영광군,현대자동차,GV60 스탠다드 AWD 20인치(2025),609.0,186
전라남도,영광군,현대자동차,GV60 스탠다드 AWD 19인치(2025),635.0,186
전라남도,영광군,현대자동차,GV60 스탠다드 2WD 19인치(2025),665.0,186
전라남도,영광군,기아,The all-new Kia Niro EV,1235.0,186
전라남도,영광군,기아,EV9 롱레인지 2WD 19인치,630.0,186
전라남도,영광군,기아,EV9 롱레인지 2WD 20인치,626.0,186
전라남도,영광군,기아,EV9 롱레인지 4WD 19인치,593.0,186
전라남도,영광군,기아,EV9 롱레인지 4WD 21인치,607.0,186
전라남도,영광군,기아,EV9 롱레인지 GTL 4WD 21인치,589.0,186
전라남도,영광군,기아,더뉴EV6 롱레인지 4WD 20인치,1317.0,186
전라남도,영광군,기아,더뉴EV6 롱레인지 2WD 20인치,1379.0,186
전라남도,영광군,기아,더뉴EV6 롱레인지 4WD 19인치,1384.0,186
